,comment,cl_comment,user,sent
208,"Que pena que te estes haciendo tanta cirugia,con lo guapa que eras antes!",pena estes haciendo tanta cirugia guapa,lablankina,0.2099514562916829
209,"Pero si ya estabas guapísima antes de maquillarte. En mi el maquillaje no hace milagros. Por cierto, no te pases con los labios que pronto te pareces a la Yola y tu eres guapísima.",si guap sima maquillarte maquillaje hace milagros cierto pases labios pronto pareces yola guap sima,mariacorbej,0.10384404788978295
210,No pongas los textos en blanco cuando el fondo también lo es no se puede leer,pongas textos blanco fondo tambi n puede leer,malibu__72,0.13028706882372404
211,Diosa absoluta,diosa absoluta,lalita1301,0.49789225920557484
212,Estas bellísima el rubio te sienta genial bellezón total,bell sima rubio sienta genial bellez n total,mercymagdalenamedina,0.6506079499190729
213,👏👏👏,,ach8ach,0.49789225920557484
214,Menos mal que es express 😂,menos mal express,mariaescola.m,0.015056183679005315
215,Preciosa,preciosa,arnarbona,0.8898774711706283
216,Impresionante!! 👏,impresionante,tonimarylis,0.8798571459395171
217,👏,,templarias,0.49789225920557484
218,Bella,bella,alemaneli,0.49789225920557484
219,express😂😂😂😂,express,rociorosanogarcia,0.49789225920557484
220,Eres perfecta por donde te mire ❤️❤️,perfecta mire,vanity_rf32,0.9676940472787012
221,"Y esa máscara de Givenchy  y por supuesto los polvos prisma libre de Givenchy , BRUTALES❤️❤️",m scara givenchy supuesto polvos prisma libre givenchy brutales,debocalll,0.37061095240048103
222,Sus ojos 😍🔥,ojos,queenfire222,0.4507159826085184
223,Guapísima es poco😍❤️,guap sima,julybcn76,0.49789225920557484
224,❤️,,lilo.juan1979,0.49789225920557484
225,K productos has usado ???🙏🏼🙏🏼🙏🏼❤️❤️❤️❤️❤️❤️❤️❤️❤️,k productos usado,conchi.cs,0.4164558123146795
226,Demasiado Filtros,demasiado filtros,mariegonzalez.04,0.35325382561744717
227,"Sinceramente,  creo que eres la mujer más guapa del mundo!😍",sinceramente creo mujer m s guapa mundo,carlos_nuevo_fuerteventura,0.032537526761203577
228,"Pero vamos a ver,te desmaquillas y estás igual??? Eso como va hacer?",vamos ver desmaquillas est s igual va hacer,virgi5719,0.024078994907982158
229,Para la edad k tiene esta wapisiiiima la verdad que todos los retoques que tiene la han quedado de lujo es muy guapa el dinero te deja nueva sin arrugas y perfect pues yo tengo 37 pero claro k ya se notan lineas de expresion arruguillas ....... se nota un monton y ella cn 44 años esta mas que lisaaaaa oye k yo la envidiooo si puede pues bien x ella las demas seguiremos con nuestras ojeras y arruguis jajajajajajajjaaj,edad k wapisiiiima verdad retoques quedado lujo guapa dinero deja nueva arrugas perfect pues 37 claro k notan lineas expresion arruguillas nota monton cn 44 mas lisaaaaa oye k envidiooo si puede pues bien x demas seguiremos ojeras arruguis jajajajajajajjaaj,ruby_gemma,1.5226220728700308e-05
230,Wow😍,wow,ainaara2002,0.49789225920557484
231,🤩 IMPRESIONANTE 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻❤️,impresionante,irenecuevasalvarez,0.8798571459395171
232,Cada día estas más artificial...,cada d m s artificial,cuarteroortiz,0.5105204711049051
233,Maquillaje express con mas de 15. Etapas? 😂🥹😪😴 Gracias por la sugerencia!,maquillaje express mas 15 etapas gracias sugerencia,pamcristaldo,0.3158698282287066
234,Viéndote en bucle 🎉,vi ndote bucle,soycarmenpe,0.14722013834459347
235,😍😍😍😍,,gladys.alvarenga.9,0.49789225920557484
236,Los lábios son naturales? 🧐,l bios naturales,pamcristaldo,0.49789225920557484
237,Tu eres de otro mundo verdad?? Vaya bombón 😍😍😍🙌 cuánta envidia hay por aquí!!!,mundo verdad vaya bomb n cu nta envidia aqu,ingrid_m_j,0.2119373533890097
238,Hija tu guapa hasta sin maquillar...me encanta tu maquillaje express algo he aprendido gracias ☺️,hija guapa maquillar encanta maquillaje express aprendido gracias,isa_bbiur,0.7955345106506752
239,"Estás muy guapa, pero los labios un pelín menos gruesos...mucho mejor y más natural...",est s guapa labios pel n menos gruesos mejor m s natural,marissssssssssssssssssssssss,0.43331957800244186
240,Parece hasta mayor con tanta cirugía 😣.,parece mayor tanta cirug,molerocastellano,0.3070984548658235
241,Express… 😂🤣😂 y tan natural… 🙌🙌🙌😂😂😂😂😂😂😂😂,express tan natural,cycling_mammyfit,0.4062940383833338
242,"No hace falta, tu bellezq deslumbra por si sola.",hace falta bellezq deslumbra si sola,manuelgomezbarcia,0.038026848918873514
243,"No te hacía falta retocar tus los labios, los tenías preciosos, un retoque innecesario",hac falta retocar labios ten as preciosos retoque innecesario,jimenezmariadoloresmartinez,0.07433537176664815
244,👏👏👏👏👏love your skin❤❤❤,love your skin,skinbeauty_farnaz,0.49789225920557484
245,Estss ideal pero llevas tantos filtros en el video que no se aprecia lo que te pones. Más realidad en las imagenes por favor n,estss ideal llevas tantos filtros video aprecia pones m s realidad imagenes favor n,charkito77,0.319267849072796
246,Los comesticos son del Mercadona..,comesticos mercadona,marocar77hotmailcom,0.49789225920557484
247,No puedo con esa mirada,puedo mirada,ivaaaansk,0.48305456856470536
248,Qué serum usas Pilar??,qu serum usas pilar,lauraraty1,0.49789225920557484
249,😍😍,,lauramarinovicmuse,0.49789225920557484
250,"😂😂😂😂, y llevas maquillaje permanente ???",llevas maquillaje permanente,3titesa,0.49789225920557484
251,Muy natural la limpieza de cara 😂😂😂..no se te cae ni una pestaña ni el filtro..,natural limpieza cara cae pesta filtro,verito3.0,0.17906722158091418
252,"Pero si desde que empezaste el vídeo ya estabas maquillada, hasta los ojos hechos",si empezaste v deo maquillada ojos hechos,yucelmolero,0.29125445398133826
253,💯❤,,nubetierraluna,0.49789225920557484
254,@tl_tiffany 这素颜可不比带妆顶多了,,nymab,0.49789225920557484
255,Siempre estás preciosa😍,siempre est s preciosa,mabelguardia36780,0.9351105020960241
256,"La verdad es que antes era más bella, se nota ahora lo artificial en los labios, la nariz, etc",verdad m s bella nota ahora artificial labios nariz etc,maribel__gt,0.08935235375592761
257,"Bua q rabia me da, filtros,maquillaje ojos,labios, ni un solo poro ,joder q manera de tomarle el pelo a la gente ,(exprés si estas retocada hasta las pestañas ) 👏👏👏",bua q rabia da filtros maquillaje ojos labios solo poro joder q manera tomarle pelo gente expr s si retocada pesta as,maidy_25,0.008912316160575447
258,Que envidiosa la gente! Si no os gusta para que lo veis? Guapísima Pilar😍,envidiosa gente si gusta veis guap sima pilar,loreyami,0.16681347051801174
259,Los potingues?? 🤣🤣🤣 . Me pongo yo todo eso y parezco una yonki 🤪🤪🤪,potingues pongo parezco yonki,lamarquesadelpotet,0.49789225920557484
260,👏,,isamatacorrales,0.49789225920557484
261,😍😍😍😍😍,,mdemesaycdecocina,0.49789225920557484
262,"Me gustaba más la Pilar Rubio genuina, que esta cara sin personalidad ni encanto 😮",gustaba m s pilar rubio genuina cara personalidad encanto,teresinbf,0.36235778764583987
263,"Era  muy guapa, que cambios la hacen artificial",guapa cambios hacen artificial,narcissaatelier,0.5061422611448619
264,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,,izaskun_buelta,0.49789225920557484
265,Creo que sin tanto maquillaje eres preciosa,creo maquillaje preciosa,boludaespi,0.7840850190060564
266,Madre que eapisima eres😍,madre eapisima,mremisgomez,0.2836877314068293
267,"Lo de maquillaje expréss, es por qué va a cámara rápida no? Has utilizado 200 brochas, 50 tipos diferentes de cremas maquillaje polvos , vamos que he perdido la cuenta jajajaja",maquillaje expr ss qu va c mara r pida utilizado 200 brochas 50 tipos diferentes cremas maquillaje polvos vamos perdido cuenta jajajaja,araceli_ar28,0.008965712189050661
268,Eso es express? 😮Madre Mía Pilar hija pero si eres un clon ya de nuestra belleza Irrepetible Sara Carbonero🥺si creía que era ella pero en serio Sara tiene una boca Preciosa y natural,express madre m pilar hija si clon belleza irrepetible sara carbonero si cre serio sara boca preciosa natural,orbra_2012,0.35135453097345715
269,Los labios parecen dos salchichas 😂😂 que horror,labios parecen dos salchichas horror,mama_y_mas,0.11506094671208897
270,🤷‍♀️🤷‍♀️🤷‍♀️ q necesidad de retocarte tanto la cara 🥺🥺😪,q necesidad retocarte cara,mardav_00,0.11790583269404899
271,Perfecto te queda 😍👏,perfecto queda,mariajesusmartinramirez,0.9009831551068245
272,😍😍😍😍,,besenlor1,0.49789225920557484
273,@pilarrubio eres maravillosa!! Nos podrías decir que auto bronceador de pones y cómo te lo aplicas??? Muchísimas gracias!!!!!😘😘😘,maravillosa podr as decir auto bronceador pones c mo aplicas much simas gracias,luzzdelunass,0.8612848143637892
274,Maquillaje express???🤣🤣🤣🤣ya te enseñaré yo lo q es maquillaje express 🤣🤣🤣🤣…agua micelar con los ojos pintado y los labios😭😭😭😭o estas tatuada d labios y ojos…esto pa reventarrrr,maquillaje express ense ar q maquillaje express agua micelar ojos pintado labios tatuada d labios ojos pa reventarrrr,mariared93,0.23388352492900133
275,Exprés dice 😂😂😂,expr s dice,eva_gs_84,0.09058687187795857
276,Si no fueran los retoques y  como Yo,si retoques,ti_ti2464,0.3318228626708164
277,Y que color de pelo tienes ahora?,color pelo ahora,marienmacias,0.049282709341086
278,O pre- tatuada...🤷,pre tatuada,nievesbosque,0.49789225920557484
279,🙌l❤️,l,marienmacias,0.49789225920557484
280,Vaya cara! Eres una muñeca de guapa😍,vaya cara mu eca guapa,al8xe,0.06404987845800059
281,😍,,myri_1979,0.49789225920557484
282,Me encantaaaaaa,encantaaaaaa,pilarrubioisrock,0.49789225920557484
283,Que hocico te has puesto!!!😱,hocico puesto,tulita63,0.14662522025094157
284,@ireneolmedo81 ojo a su cara sin pintar jajajajaajajajaj ni yo con mi mejor maquillaje 😂,ojo cara pintar jajajajaajajajaj mejor maquillaje,maite.montemayorm,0.18685437369921093
285,"Así me maquillaría yo para una boda jeje , estás perfecta desde el inicio . Me encanta el color del pelo",as maquillar boda jeje est s perfecta inicio encanta color pelo,mariajimeno9,0.9616249898065811
286,"Eres una mujer muy guapa. Pero te miro.... Y esque no te reconozco. No es malo.... Oye cada uno... Pero es un poco extraño que hayan tantas mujeres que cuando se hacen ""mayores"" empieces con os retoques... Tras retoque..... Y más retoques.... Y yo cuando las miro me preguntó: pero ellas cuando se miran al espejo que coño ven???? No ven lo mismo que yo??? Porque yo veo una señora mayor que kiere ser joven a base de bisturí (todo mi respeto) pero no se dan cuenta de que se les nota tanto , tanto, tanto... Que al final se vuelven artificiales y difíciles de ver. Que por mucho que sigan, ya no serán nunca más la xicas de 25 o 30 años. Y lo único que están haciendo es estropearse la cara para convertirse en aquello que ya nunca serán. Yo de ti Pilar ... Echaba ya el freno. Porque en este vídeo ya no se te reconoce e incluso pareces mayor de lo que eres.",mujer guapa miro esque reconozco malo oye cada extra tantas mujeres hacen mayores empieces retoques tras retoque m s retoques miro pregunt miran espejo co ven ven mismo veo ora mayor kiere ser joven base bistur respeto dan cuenta nota final vuelven artificiales dif ciles ver sigan ser n nunca m s xicas 25 30 nico est n haciendo estropearse cara convertirse aquello nunca ser n pilar echaba freno v deo reconoce incluso pareces mayor,oli.love1,7.63170962980562e-11
287,😮😍😍😍 @pilarrubio  Perfect! Besos con cariño desde Venezuela🇻🇪,pilarrubio perfect besos cari venezuela,modales_maracaibo,0.49789225920557484
288,Guapa😍😍,guapa,rr.familia,0.49789225920557484
289,👏👏👏,,mctoresp,0.49789225920557484
290,"Si de verdad lo que le gusta criticar a la gente , eso es la envidia y nada más, guapísima pilar 😍",si verdad gusta criticar gente envidia m s guap sima pilar,annangui7,0.10195474349726859
291,El labio superior es un error!!!! Has roto todos los patrones de estética bucofacial. Y encima te lo perfilas sin acentuar el arco de cupido… parece q tienes bigote. Eres guapísima pero ahí dile a tu doctora q te meta hialuronidasa y empiece de cero 😂😂,labio superior error roto patrones est tica bucofacial encima perfilas acentuar arco cupido parece q bigote guap sima ah dile doctora q meta hialuronidasa empiece cero,rosal_r_l,0.0009259886749566604
292,Más guapa y no naces hija mía 😍😱,m s guapa naces hija m,ruma_niah,0.4432510780629293
293,Súper mal,s per mal,eliwernerseoane,0.04075910793648389
294,Muy bien pilar! Eres guapa al natural !,bien pilar guapa natural,eliwernerseoane,0.693319184283819
295,👏👏👏,,marenka248,0.49789225920557484
296,Pero que bella 🙌,bella,dunkertatjana,0.49789225920557484
297,❤️❤️❤️,,maarisolmaarin_,0.49789225920557484
298,"Qué labios más horribles, pero por qué?",qu labios m s horribles qu,241298si,0.49789225920557484
299,Y todas las semanas en el cirujano.,todas semanas cirujano,majovi64,0.4213227380849532
300,Puedes poner los productos que has utilizado. Gracias😍,puedes poner productos utilizado gracias,isaisa2310,0.33172616732592874
301,"En natural estás mucho más guapa, así con tanto maquillaje pareces Michael Jackson",natural est s m s guapa as maquillaje pareces michael jackson,mamenluszcz,0.5658269910502209
302,"A eso se le llama ahora, exprés? 🤣🤣🤣🤣",llama ahora expr s,guita76,0.26287357984472953
303,Guapísima súper Guapísima 🌸🌸🌼🌼🌻🌸❤️💋💋,guap sima s per guap sima,mariiia_glezz,0.49789225920557484
304,Guapa 👌🏽,guapa,pezilina,0.49789225920557484
305,Cuanta envidia hay por aquí 🤦🏻‍♀️entre mujeres como siempre 🤷🏻‍♀️🤷🏻‍♀️,cuanta envidia aqu mujeres siempre,lilian_segovia_79,0.36664661795386155
306,Lo natural es lo mejor,natural mejor,laur_art45,0.6800524609848262
307,Express??? Dios! Desde que soy mama da gracias si llego al paso 2 ...😂,express dios mama da gracias si llego paso 2,nicasota,0.0783092511752075
308,"No necesitas maquillaje, tienes un color de piel ideal...👏",necesitas maquillaje color piel ideal,marilitaflores,0.9321341450588456
309,Guapa,guapa,jalm_58,0.49789225920557484
310,"Sin maquillaje, eres superlativamente más bella y natural. Además que, besarte debe ser un patuque. Me gustas más en el primer segundo del video.🙌",maquillaje superlativamente m s bella natural adem s besarte debe ser patuque gustas m s primer segundo video,sidijo,0.00992087793283654
311,😂😂😂😂,,martasmotta,0.49789225920557484
312,❤️,,arshia.love7_,0.49789225920557484
313,Con esa cara hija mía qué no te queda bien 🙌😍😍,cara hija m qu queda bien,yasmina_rf_69,0.10057656537043282
314,Q arte para maquillarte 👏👏😍,q arte maquillarte,aramy96,0.6390757373858952
315,Pero que belleza de mujer,belleza mujer,alex7718alex,0.24297717578041703
316,"Muy guapa después, pero muy muy muy guapa antes.",guapa despu s guapa,hnn_r,0.49789225920557484
317,Hay que ver la que usted monta,ver usted monta,pedrojosela,0.2957683561414732
318,Belleza pura eres la mas linda de las chicas preciosa 💖 💕 😘 ♥ ❤ 💜 💖 💕 😘 ♥ ❤ 💜 💖 💕 😘 ♥,belleza pura mas linda chicas preciosa,saezcorral,0.7559353016551024
319,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,vahid_mtp,0.49789225920557484
320,Estás guapísima con ese color del pelo👏,est s guap sima color pelo,perlagonzalezperez_27,0.12597909869783858
321,Y eso es express?!?!😳😳si no queda una zona sin maquillaje,express si queda zona maquillaje,di_nyc,0.3808394543238578
322,"Preciosa,rubia,morena,pelirroja y como sea.
Parece mentira que las que más critiquen por aquí sean mujeres.",preciosa rubia morena pelirroja parece mentira m s critiquen aqu mujeres,sharaa_geem,0.41355455476786823
323,Eres tan guapa q da igual q te pintes q no,tan guapa q da igual q pintes q,maytechu2611,0.11555338907527526
324,Sin filter y con la cara lavada,filter cara lavada,esechovequechovamalosera,0.12349429145986153
325,"Pues a mí me parece que aún desmaquillada ya iba pintada, ese color de labios no es normal.",pues m parece n desmaquillada iba pintada color labios normal,nuritxu3,0.000907038576865269
326,No cabe mas botox y hialuronico jaja,cabe mas botox hialuronico jaja,cristina_larm,0.2231293123885009
327,Fight for you dreams👊🏻♥️,fight for you dreams,cafe_pilarr,0.49789225920557484
328,✨🤍✨🥰🤗🤩😍,,victoria.morenogonzalez.7,0.49789225920557484
329,You are the reason for my laughter Eye light🫠🫀,you are the reason for my laughter eye light,cafe_pilarr,0.6824837810859113
330,Que arte!👏👏,arte,yuyicalcines,0.6390757373858952
331,La que para mi era la belleza de este país....ya no encuentro esa belleza natural 😔,belleza pa s encuentro belleza natural,monsieur_we.me,0.5658269910502209
332,Y lis productos?,lis productos,matylda822,0.4164558123146795
333,My Charming Pilar😌💗,my charming pilar,cafe_pilarr,0.49789225920557484
334,"Joder menudo gasto en cosmética , eso cobrando 900 € y pagando piso no se puede hacer",joder menudo gasto cosm tica cobrando 900 pagando piso puede hacer,josemariaramonoliver,0.08003459947664042
335,You are attractive to me🤤💙,you are attractive to,cafe_pilarr,0.49789225920557484
336,My pili✨💚,my pili,cafe_pilarr,0.49789225920557484
337,My heart 🥺 💜,my heart,cafe_pilarr,0.49789225920557484
338,My love 🥺🤍,my love,cafe_pilarr,0.49789225920557484
339,I love you heart 🫂💕,i love you heart,cafe_pilarr,0.49789225920557484
340,My beautiful🥲♥️,my beautiful,cafe_pilarr,0.49789225920557484
341,@terecalvofer mañá abre tu que eu vou probar este maquillaje expres!,ma abre eu vou probar maquillaje expres,iriac23,0.33794283449486084
342,"@iriac23 nada, levántate a las 5 y ya te da tiempo😂",lev ntate 5 da tiempo,terecalvofer,0.2095984908555116
343,@terecalvofer veremos a ver 😂😂😂,veremos ver,iriac23,0.39751759361842637
344,Deja d ponerte inyecciones q pareces carmen d mairena ajajaj,deja d ponerte inyecciones q pareces carmen d mairena ajajaj,liongiro,0.18543243347095226
345,Estás guapísima👏👏😍 me encanta que hagas éstos vídeos.Se aprende mucho,est s guap sima encanta hagas stos v deos aprende,m.munumer,0.7949988672416872
346,🌹🌺,,saeid.alousi_,0.49789225920557484
347,Limpieza con agua micelar? Si no la aclaras la caca sigue ahí y los tensioactivos del producto tambien,limpieza agua micelar si aclaras caca sigue ah tensioactivos producto tambien,rclavero_makeup_hair,0.016630063393421844
348,Estás  maquillada ya @pilarrubio,est s maquillada pilarrubio,veronica.alva.3551,0.49789225920557484
349,❤️❤️,,tristante1965,0.49789225920557484
350,Estoy a favor de la cirugía de verdad... Pero de cambio de aspecto no!! Parece otra persona y el video es para denunciarlo porque no tiene la cara lavada... YA ESTÁ MAQUILLADA,favor cirug verdad cambio aspecto parece persona video denunciarlo cara lavada est maquillada,vickygga04,0.00013864404778344012
351,Una mujer con hijos y su casa ...... De dónde saca tanto tiempo para maquillarse de ésta manera?????,mujer hijos casa d nde saca tiempo maquillarse sta manera,buenosaires_8,0.08548712308474678
352,"😢cada vez te pareces menos a tí, con lo guapa q eres",cada vez pareces menos t guapa q,kuzzzsigma,0.2172651097773003
353,"Espero y deseo q la gente no te vea cómo alguien a seguir y copiar...tener todo lo q tienes no creo q sea por tu esfuerzo, tesón ni preparación. Espero q nuestra juventud use los libros, la cultura para ser personas a imitar. Que poco me gusta la imagen q das y más cuando veo q te crees ser toda una super woman. El dinero produce éstas cosas.",espero deseo q gente vea c mo alguien seguir copiar tener q creo q esfuerzo tes n preparaci n espero q juventud use libros cultura ser personas imitar gusta imagen q das m s veo q crees ser toda super woman dinero produce stas cosas,merchines.es,5.624290171759517e-07
354,👌,,ruthmora5096,0.49789225920557484
355,"Miea q apañada,muy guapa 👏",miea q apa ada guapa,mc.juncosfernandez,0.49789225920557484
356,Me encantó!!!😍😍😍,encant,estefaniabascunana,0.49789225920557484
357,Madre mia express con 20 pasos????? 😵😵😵😵 Cómo pa tener prisaaaaa 😂😂,madre mia express 20 pasos c mo pa tener prisaaaaa,lau__1205,0.6706802623080153
358,🔥🔥🔥🔥😍😍😍,,hadi.javanmard.p.r,0.49789225920557484
359,Ha ido de divina a Divina de la Muerte 🔥,ido divina divina muerte,c.r.i.s_t.i.n.a,0.10864984590878186
360,@cristicreis,,rizosstyle,0.49789225920557484
361,Por favor cuanta envidia... Y yo la primera 😂,favor cuanta envidia primera,martamacfly,0.11861787123834333
362,IMPRESIONANTE 😍😍😍😍,impresionante,belenuca23,0.8798571459395171
363,🙌🙌❤️❤️❤️,,maribel_yebenes,0.49789225920557484
364,Express dice😂😂😂😂,express dice,iremolidelnorte,0.09058687187795857
365,😍,,romarey_ventura,0.49789225920557484
366,"Bonita, pero que productos utilizas en cada etapa ?? Cuenta porfa.",bonita productos utilizas cada etapa cuenta porfa,noraevamartinez,0.5188757265394311
367,"Jo, no la reconozco...",jo reconozco,mamariemalo,0.49789225920557484
368,👏👏👏👏👏,,luisa_gonzalezf,0.49789225920557484
369,Kilos de maquillage que te pone 10 años mas o 20,kilos maquillage pone 10 mas 20,ileanalidiapriala,0.06107892268902454
370,La raya de los ojos los llevas tatuados ???,raya ojos llevas tatuados,mari_mdlh,0.4507159826085184
371,No entiendo nada...se limpia la cara pero el maquillaje sigue ahí? Con lo guapa que era esta chica y se está haciendo la cara un cristo.,entiendo limpia cara maquillaje sigue ah guapa chica est haciendo cara cristo,caroltomascomica,0.00026949794177923424
372,Que serum se pone ? No logro verlo,serum pone logro verlo,mimayorproyecto,0.14863582836261133
373,Guapa😍,guapa,ampa.ro8358,0.49789225920557484
374,هو انتي شتخلين متكليلي,,zoreal90,0.49789225920557484
375,❤️❤️❤️❤️,,mariasuenasuena,0.49789225920557484
376,Que bonita,bonita,carmenpartyramirez,0.7785298987870656
377,Maravillosa,maravillosa,cristinaserrano66,0.9031479848952295
378,Guapísima!!!,guap sima,anuskipo67,0.49789225920557484
379,Que guapa eres y te quedan muy bien las mechas,guapa quedan bien mechas,cristinaserrano66,0.6323720940364075
380,Fallo garrafal ponerte agua micelar y no aclararla 🙈🙈🙈. Y enseñarnos cómo te maquillas estando ya maquillada… No te pega nada hacer estas chorradas,fallo garrafal ponerte agua micelar aclararla ense arnos c mo maquillas maquillada pega hacer chorradas,ladygodiva68,0.6740142967251442
381,Con dinero hasta yo soy guapa 😂,dinero guapa,isabelgutierrezdias,0.12322374059022631
382,Guapa ❤️❤️❤️❤️❤️❤️❤️,guapa,ronalulisesorellana,0.49789225920557484
383,No necesitas corrector de ojeras.....,necesitas corrector ojeras,martamatillaa,0.758249827059612
384,"@martamatillaa y yo diría que según el vídeo ni fondo de maquillaje, ese tono bronceado es ideal!!!!",dir seg n v deo fondo maquillaje tono bronceado ideal,martamatillaa,0.9185608740319142
385,Madre cita que belleza 😳me quedo embobada,madre cita belleza quedo embobada,2134.aman,0.2836877314068293
386,"Estás igual de guapa maquillada que sin maquillar pero esos labios que te has puesto…. Creo q te has equivocado, no lo necesitabas porque eres impresionantemente guapa..",est s igual guapa maquillada maquillar labios puesto creo q equivocado necesitabas impresionantemente guapa,moonspink,0.004813577031985791
387,"Express para ella... Q tiene 200 personas haciéndole todo mientras esa maquilla ""rápido"" 😂😂😂😂",express q 200 personas haci ndole mientras maquilla r pido,naty_oliok,0.1509853818669858
388,Guapaa,guapaa,floressinisi,0.49789225920557484
389,❤❤❤que estas pilar me encanta ese maquillaje 😍,pilar encanta maquillaje,floressinisi,0.7949988672416872
390,Pero si ya estaba maquillada!!! 🤷‍♀️,si maquillada,morefpd,0.3318228626708164
391,❤️,,lynberraz,0.49789225920557484
392,Es precioso y te queda fenomenal me encanta tu nuevo color de pelo y te hace más joven,precioso queda fenomenal encanta nuevo color pelo hace m s joven,anamariagarcia506,0.9615504315208596
393,😍😍😍😍❤️,,1985menjivarr,0.49789225920557484
394,"Y como no, una rutina. Ya aburre",rutina aburre,vi_rginia4158,0.49789225920557484
395,"Mucho más guapa al natural, mucho potingue, no lo necesitas la verdad.",m s guapa natural potingue necesitas verdad,gelidominguezperez,0.7003729003234247
396,Mi mujer se quita el maquillaje y no se le queda esa cara algo pasa ahy miarma.,mujer quita maquillaje queda cara pasa ahy miarma,manuelbernal1979,0.005319664418797827
397,"Preciosa pero con demasiado labio superior, te has pasado con el botox 😢. Ahora me encanta esto de desmaquillarte y ya estás maquillada. Creo que antes también eras guapísima y no te hacían falta tantos retoques",preciosa demasiado labio superior pasado botox ahora encanta desmaquillarte est s maquillada creo tambi n guap sima hac an falta tantos retoques,sariny_,0.44052322458465004
398,De express tiene poco!!😂😂,express,anadomingo_m,0.49789225920557484
399,Y que marcas usas @pilarrubio nos serviría de ayuda 🤗sobre todo el corrector porfa 🙃,marcas usas pilarrubio servir ayuda corrector porfa,miryamsanchezs,0.059642356427489836
400,¿Tienes la misma agilidad limpiando el polvo?,misma agilidad limpiando polvo,irene_gijon,0.023093752095157228
401,"Y todo esto por un total de €? 
Y así tan exprés, y de dia, tan sencillita, nos vamos rapidito al cole a llevar a los niños!!! Me parto y me mondo de la risa!!! 🤣🤣",total as tan expr s dia tan sencillita vamos rapidito cole llevar parto mondo risa,dolorslobatogarcia,0.0019348010489774988
402,Pilar rubio es la mas hermosa de todosss los jugadores de fútbol me calle la mejor de todass no se porque pero para mi es la mejor ella y Sara la pareja de Isco sólo ellas dos me gusta mucho 🥰🥰,pilar rubio mas hermosa todosss jugadores f tbol calle mejor todass mejor sara pareja isco s dos gusta,mirela_amaya,0.8325515031178208
403,Ya estás maquillada 😢,est s maquillada,montsegg75,0.49789225920557484
404,👌,,pereblayaginer_,0.49789225920557484
405,me encanta el color de pelo que tono es con las mechas ?😍 Guapa,encanta color pelo tono mechas guapa,rosa_blancablog,0.3604913737955424
406,Video maquillandose.........estando maquillada..........🤔🤔🤔🤔🤔🤔muy instructivo,video maquillandose maquillada instructivo,pepi714,0.49789225920557484
407,❤️,,lolaramicar,0.49789225920557484
408,No puede ser que esta señora sea de la misma especie que yo....,puede ser ora misma especie,luna___pc,0.18052677515191323
409,👏👏👏,,becorsan,0.49789225920557484
410,Que rara está. Sobre todo los labios ... que horror la gente que es guapa y se opera o se pone botox y lo empeora. Igual que la reina Leticia que antes era más guapa,rara est labios horror gente guapa opera pone botox empeora igual reina leticia m s guapa,beli_calligraphy,0.043830921419040006
411,"Q espectacular, por dios!!! Guapa",q espectacular dios guapa,marinu0130,0.7150449602489753
412,❤️❤️🔥👏😍bela HERMOSA SEXY TY AMO Pilar,bela hermosa sexy ty amo pilar,joao.5521,0.879545243404209
413,Bella ella 😍 pero de express no tiene nada 😂😂😂 quedó espectacular👏👏👏👏,bella express qued espectacular,andre131016,0.9137249971097122
414,Guapísima! @pilarrubio podrías poner que firma usas para cada producto de maquillaje por favor??,guap sima pilarrubio podr as poner firma usas cada producto maquillaje favor,fanny14038,0.00738484842262213
415,❤️❤️❤️,,rahele.b.p.r,0.49789225920557484
416,❤️🔥🔥😍😍❤️❤️❤️❤️❤️❤️🔥🔥😍❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍🔥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍🔥🔥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,jasonvasquez736,0.49789225920557484
417,Que firmas son @pilarrubio,firmas pilarrubio,estheticasesora,0.49789225920557484
418,Gracias..❤️,gracias,navasconsulting,0.5533970533999424
419,Como una puerta .Como se nota que tienes tiempo y dinero de sobra para productos y una hora de brochas,puerta nota tiempo dinero sobra productos hora brochas,yolandamartinezriendas,0.006804280121934911
420,Guapísima 😍,guap sima,taty_mina_,0.49789225920557484
421,QUE BELLA ERES!!!! ❤️,bella,mirtaelenalopezmelendrez,0.49789225920557484
422,No te hace falta nada estooooooo!!!!!!❤️,hace falta estooooooo,olivia_iglesias,0.1346440376773165
423,🔥🔥🔥😍😍😍,,lopezroa,0.49789225920557484
424,@lopezroa esa mujer es guapa a rabiar,mujer guapa rabiar,vanessagonzalezsanz,0.24297717578041703
425,"Monísima, pero expréss? 🤔",mon sima expr ss,oliva_a_p,0.49789225920557484
426,😍💘,,jorge.sanjuan.m,0.49789225920557484
